category,num_columns,columns,file_size_mb,last_updated,description
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",185.53448741697824,2024-07-27 10:41:24.141954,"Ecological study in mountain environment, observing 362 species, temperature range: 25°C to 43°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",227.0355244777784,2023-12-22 10:41:24.173954,"Educational dataset with 957 students, average score of 70.76, covering history, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",86.44008215591704,2024-01-26 10:41:24.182954,"Ecological study in forest environment, observing 88 species, temperature range: 37°C to 29°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",292.0098638547374,2024-05-13 10:41:24.186952,"Medical study with 1408 patients, 72.71% efficacy rate, testing antiviral"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",818.6516618987625,2024-03-20 10:41:24.181954,"Tech research in quantum computing, conducted 515 experiments with 16.59% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",345.40649037859475,2023-10-18 10:41:24.185954,"Tech research in quantum computing, conducted 476 experiments with 82.26% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",564.2237437145989,2023-12-28 10:41:24.165954,"Tech research in robotics, conducted 783 experiments with 81.93% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",868.9592216329702,2024-09-11 10:41:24.179953,"Tech research in robotics, conducted 725 experiments with 67.71% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",455.66469033225457,2024-08-26 10:41:24.173954,"Tech research in renewable energy, conducted 933 experiments with 69.63% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",152.45205467074302,2023-11-29 10:41:24.144954,"Tech research in renewable energy, conducted 914 experiments with 66.35% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",18.210728685340662,2024-08-17 10:41:24.182954,"Medical study with 1582 patients, 73.71% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",528.892293460109,2024-04-13 10:41:24.157954,"Medical study with 3614 patients, 85.05% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",258.1886301986762,2023-12-01 10:41:24.177953,"Ecological study in forest environment, observing 150 species, temperature range: 28°C to 26°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",222.57813422336702,2023-10-29 10:41:24.140953,"Ecological study in mountain environment, observing 490 species, temperature range: -3°C to 20°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",190.71284585853343,2024-02-20 10:41:24.151953,"Medical study with 1905 patients, 76.29% efficacy rate, testing painkiller"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",985.7211764595481,2024-09-27 10:41:24.134954,"Ecological study in mountain environment, observing 302 species, temperature range: 16°C to 37°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",903.7388534620657,2023-10-08 10:41:24.137954,"Educational dataset with 973 students, average score of 68.47, covering science, science, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",938.382945548302,2024-07-13 10:41:24.153954,"Tech research in renewable energy, conducted 340 experiments with 28.90% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",397.6654383458593,2023-12-03 10:41:24.186952,"Ecological study in desert environment, observing 807 species, temperature range: -4°C to 47°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",711.1201394513638,2024-03-13 10:41:24.160954,"Ecological study in ocean environment, observing 971 species, temperature range: 19°C to 26°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",626.4532007486556,2024-03-30 10:41:24.179953,"Tech research in robotics, conducted 675 experiments with 83.03% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",612.7666858316763,2023-11-19 10:41:24.179953,"Ecological study in forest environment, observing 746 species, temperature range: 17°C to 23°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",730.4674063153617,2024-03-28 10:41:24.185954,"Ecological study in desert environment, observing 310 species, temperature range: 13°C to 20°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",134.69466952340494,2023-12-16 10:41:24.172951,"Medical study with 2237 patients, 78.79% efficacy rate, testing painkiller"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",945.2159186762472,2024-06-02 10:41:24.172951,"Tech research in quantum computing, conducted 719 experiments with 71.64% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",987.416579112746,2023-12-01 10:41:24.176954,"Educational dataset with 865 students, average score of 75.51, covering literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",578.8466409510418,2024-06-03 10:41:24.169954,"Medical study with 524 patients, 90.73% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",661.8150210084277,2024-07-14 10:41:24.183953,"Educational dataset with 264 students, average score of 77.46, covering math, math, literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",355.101035795126,2023-11-06 10:41:24.146953,"Educational dataset with 76 students, average score of 91.01, covering literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",806.7603700109033,2023-12-01 10:41:24.175953,"Educational dataset with 523 students, average score of 81.82, covering science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",297.0247587489338,2023-12-10 10:41:24.165954,"Ecological study in mountain environment, observing 219 species, temperature range: -13°C to 7°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",815.125119146101,2024-08-18 10:41:24.181954,"Tech research in AI, conducted 153 experiments with 82.19% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",731.3520168827025,2024-09-26 10:41:24.168953,"Tech research in quantum computing, conducted 791 experiments with 48.86% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",773.219070231619,2024-06-16 10:41:24.185954,"Tech research in renewable energy, conducted 756 experiments with 32.12% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",176.66794775253612,2024-08-25 10:41:24.178953,"Medical study with 3520 patients, 94.18% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",427.4516989514955,2024-06-02 10:41:24.180953,"Educational dataset with 313 students, average score of 61.47, covering literature, math, math, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",183.37705480028583,2023-10-03 10:41:24.172951,"Tech research in AI, conducted 330 experiments with 49.86% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",472.63798716815893,2023-11-15 10:41:24.152954,"Educational dataset with 688 students, average score of 97.55, covering literature, science, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",677.8968115003712,2024-09-07 10:41:24.184953,"Tech research in quantum computing, conducted 213 experiments with 35.91% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",889.3724858817552,2024-08-02 10:41:24.168953,"Medical study with 3558 patients, 86.34% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",570.4403405525156,2023-12-03 10:41:24.182954,"Ecological study in ocean environment, observing 845 species, temperature range: -20°C to 13°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",964.090051459662,2023-10-12 10:41:24.180953,"Educational dataset with 421 students, average score of 83.44, covering science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",573.6379293540245,2024-02-28 10:41:24.143954,"Ecological study in desert environment, observing 990 species, temperature range: -4°C to 15°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",174.59178898943756,2024-09-05 10:41:24.152954,"Medical study with 1538 patients, 86.03% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",1.0808147869292888,2024-04-22 10:41:24.173954,"Medical study with 3309 patients, 64.77% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",395.8868840216564,2024-05-19 10:41:24.174954,"Medical study with 4661 patients, 92.70% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",317.5266250969633,2024-06-02 10:41:24.153954,"Educational dataset with 69 students, average score of 65.77, covering math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",292.7181209332434,2023-11-09 10:41:24.172951,"Medical study with 3211 patients, 98.52% efficacy rate, testing antibiotic"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",532.9014143282053,2024-07-29 10:41:24.169954,"Tech research in quantum computing, conducted 180 experiments with 64.22% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",655.0180020821773,2024-02-09 10:41:24.160954,"Tech research in AI, conducted 719 experiments with 74.04% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",631.5232044471345,2023-10-31 10:41:24.151953,"Medical study with 2760 patients, 79.61% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",164.49389176984513,2024-07-08 10:41:24.151953,"Medical study with 672 patients, 58.21% efficacy rate, testing antiviral"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",458.34160755075465,2024-05-09 10:41:24.170954,"Ecological study in mountain environment, observing 191 species, temperature range: 15°C to 36°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",745.1652329588865,2024-04-10 10:41:24.172951,"Ecological study in forest environment, observing 572 species, temperature range: 0°C to 10°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",1.326609617224846,2024-01-02 10:41:24.172951,"Ecological study in ocean environment, observing 783 species, temperature range: -2°C to 36°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",399.81252740491254,2023-10-10 10:41:24.168953,"Ecological study in desert environment, observing 620 species, temperature range: 26°C to 37°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",876.6768997400152,2024-09-11 10:41:24.187955,"Tech research in quantum computing, conducted 883 experiments with 83.24% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",250.33873505446817,2024-04-17 10:41:24.168953,"Tech research in robotics, conducted 455 experiments with 13.48% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",866.3236059279853,2024-04-10 10:41:24.175953,"Medical study with 1852 patients, 81.47% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",426.8062604227931,2024-06-30 10:41:24.171954,"Medical study with 4282 patients, 66.01% efficacy rate, testing vaccine"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",502.9530964462336,2023-11-06 10:41:24.176954,"Tech research in AI, conducted 677 experiments with 43.98% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",350.21231990053656,2024-01-24 10:41:24.179953,"Educational dataset with 635 students, average score of 97.61, covering science, history, science, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",615.8282179717803,2024-04-24 10:41:24.171954,"Educational dataset with 558 students, average score of 96.27, covering math, literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",541.3761488729734,2023-10-20 10:41:24.186952,"Tech research in renewable energy, conducted 356 experiments with 64.62% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",179.01108398283628,2024-07-30 10:41:24.186952,"Educational dataset with 911 students, average score of 71.65, covering math, science, history, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",139.27868187073554,2024-02-04 10:41:24.179953,"Ecological study in mountain environment, observing 990 species, temperature range: -9°C to 45°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",581.2543303172437,2023-11-23 10:41:24.184953,"Tech research in AI, conducted 220 experiments with 49.05% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",373.76860274192677,2023-10-29 10:41:24.156954,"Medical study with 1252 patients, 71.31% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",559.2357395726226,2024-01-08 10:41:24.152954,"Educational dataset with 128 students, average score of 69.88, covering math, math, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",344.2065382008051,2024-04-19 10:41:24.162954,"Ecological study in mountain environment, observing 38 species, temperature range: -3°C to 14°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",614.7409958436949,2023-11-14 10:41:24.184953,"Educational dataset with 489 students, average score of 75.88, covering history, history, history"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",716.5456944638288,2024-09-26 10:41:24.149951,"Tech research in renewable energy, conducted 399 experiments with 33.16% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",648.2636961173938,2024-09-28 10:41:24.153954,"Tech research in renewable energy, conducted 401 experiments with 84.41% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",398.8537218799501,2024-08-18 10:41:24.150953,"Educational dataset with 777 students, average score of 65.05, covering science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",201.49434787710916,2023-12-03 10:41:24.164955,"Tech research in renewable energy, conducted 196 experiments with 86.30% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",692.31745339966,2024-04-29 10:41:24.168953,"Ecological study in mountain environment, observing 192 species, temperature range: 8°C to 20°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",779.2681927910152,2023-12-09 10:41:24.181954,"Ecological study in ocean environment, observing 707 species, temperature range: 38°C to 45°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",191.34943046396063,2024-09-11 10:41:24.166953,"Tech research in renewable energy, conducted 119 experiments with 67.44% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",567.3309285704162,2024-06-10 10:41:24.148954,"Ecological study in desert environment, observing 144 species, temperature range: 6°C to 33°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",16.726156580344743,2024-07-10 10:41:24.163952,"Medical study with 2669 patients, 59.84% efficacy rate, testing painkiller"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",505.6172700054383,2024-06-21 10:41:24.149951,"Ecological study in desert environment, observing 57 species, temperature range: 25°C to 45°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",422.86112489865445,2023-11-19 10:41:24.166953,"Medical study with 3171 patients, 55.29% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",376.1401661652554,2024-03-25 10:41:24.180953,"Ecological study in ocean environment, observing 187 species, temperature range: 32°C to 42°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",262.9402793526326,2023-11-28 10:41:24.154953,"Educational dataset with 524 students, average score of 67.75, covering math, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",856.0301667875643,2024-03-28 10:41:24.184953,"Educational dataset with 789 students, average score of 74.32, covering math, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",828.3515235311767,2024-08-20 10:41:24.173954,"Educational dataset with 20 students, average score of 83.82, covering literature, math, math, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",240.95143470999952,2023-11-21 10:41:24.147953,"Medical study with 365 patients, 61.39% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",512.4172258638633,2024-05-07 10:41:24.182954,"Educational dataset with 740 students, average score of 90.39, covering history, math, literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",789.3198755786565,2023-10-24 10:41:24.136954,"Tech research in AI, conducted 796 experiments with 13.94% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",832.9272175722379,2023-11-18 10:41:24.162954,"Ecological study in ocean environment, observing 105 species, temperature range: 29°C to 26°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",753.9854814384694,2023-12-29 10:41:24.149951,"Tech research in renewable energy, conducted 775 experiments with 82.95% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",328.7954161339857,2024-01-11 10:41:24.168953,"Educational dataset with 758 students, average score of 94.48, covering science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",916.5226225283825,2024-05-19 10:41:24.154953,"Tech research in robotics, conducted 336 experiments with 86.32% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",942.525124893883,2024-04-09 10:41:24.157954,"Medical study with 2561 patients, 87.39% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",619.8874744656035,2024-09-29 10:41:24.178953,"Medical study with 3067 patients, 62.17% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",71.11266304752633,2024-09-17 10:41:24.181954,"Medical study with 1011 patients, 60.14% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",92.49433504905616,2024-01-18 10:41:24.174954,"Ecological study in ocean environment, observing 668 species, temperature range: 33°C to 27°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",278.14599090243144,2024-09-26 10:41:24.158954,"Tech research in robotics, conducted 473 experiments with 81.66% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",695.4197607837302,2024-06-29 10:41:24.177953,"Tech research in AI, conducted 444 experiments with 54.59% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",985.9591260839844,2024-08-18 10:41:24.162954,"Medical study with 4877 patients, 87.73% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",770.3242697274557,2024-01-10 10:41:24.140953,"Educational dataset with 214 students, average score of 98.57, covering science, literature"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",400.28159949900237,2024-08-26 10:41:24.145954,"Ecological study in ocean environment, observing 722 species, temperature range: -16°C to 47°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",999.6088763838861,2023-11-19 10:41:24.156954,"Ecological study in desert environment, observing 482 species, temperature range: 0°C to 27°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",403.16129253045256,2024-04-15 10:41:24.158954,"Medical study with 2432 patients, 51.86% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",324.4310906324163,2024-03-27 10:41:24.145954,"Educational dataset with 780 students, average score of 98.05, covering history, science, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",790.8653349489765,2024-04-15 10:41:24.155954,"Educational dataset with 445 students, average score of 64.18, covering history, literature, literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",783.5730088727619,2024-07-02 10:41:24.184953,"Tech research in robotics, conducted 689 experiments with 56.74% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",75.5819429277141,2024-06-29 10:41:24.168953,"Educational dataset with 182 students, average score of 94.69, covering science"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",313.06880512440915,2024-03-06 10:41:24.162954,"Ecological study in ocean environment, observing 816 species, temperature range: 29°C to 13°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",142.26470333334183,2024-04-21 10:41:24.183953,"Medical study with 1225 patients, 86.40% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",502.8259363525447,2024-02-14 10:41:24.151953,"Medical study with 1652 patients, 87.00% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",544.9739331094396,2024-05-22 10:41:24.186952,"Ecological study in forest environment, observing 675 species, temperature range: -14°C to 43°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",252.15948152704766,2024-02-22 10:41:24.151953,"Educational dataset with 12 students, average score of 64.18, covering history, history, history, literature"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",652.6518481003818,2024-05-05 10:41:24.182954,"Educational dataset with 704 students, average score of 90.71, covering history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",948.1654904692437,2023-10-09 10:41:24.160954,"Educational dataset with 720 students, average score of 74.00, covering literature, math"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",492.14015598082375,2024-02-17 10:41:24.177953,"Tech research in quantum computing, conducted 714 experiments with 87.32% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",929.0768447059799,2023-11-29 10:41:24.154953,"Medical study with 623 patients, 57.31% efficacy rate, testing antiviral"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",162.80352539109944,2024-04-03 10:41:24.153954,"Medical study with 2675 patients, 94.36% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",73.8013028215119,2024-06-08 10:41:24.137954,"Educational dataset with 654 students, average score of 66.03, covering science, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",440.08998113562944,2023-10-31 10:41:24.156954,"Medical study with 273 patients, 90.29% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",191.62518634651295,2024-04-03 10:41:24.182954,"Ecological study in forest environment, observing 314 species, temperature range: -17°C to 30°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",949.6392814161903,2023-12-01 10:41:24.177953,"Ecological study in desert environment, observing 147 species, temperature range: -19°C to 36°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",629.9907293174228,2024-06-02 10:41:24.145954,"Tech research in quantum computing, conducted 796 experiments with 61.69% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",824.453574513087,2024-08-20 10:41:24.148954,"Medical study with 1626 patients, 55.68% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",745.6098057555038,2024-01-03 10:41:24.163952,"Medical study with 2507 patients, 69.14% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",536.5417361317568,2024-07-07 10:41:24.163952,"Medical study with 4696 patients, 78.03% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",330.01776704357684,2024-05-05 10:41:24.159954,"Medical study with 1281 patients, 65.45% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",744.3502536664967,2023-12-05 10:41:24.155954,"Educational dataset with 724 students, average score of 63.53, covering math, literature, literature, math"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",924.5236603520694,2023-12-25 10:41:24.139954,"Medical study with 1553 patients, 95.49% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",828.4714823627621,2024-03-11 10:41:24.138954,"Educational dataset with 550 students, average score of 78.08, covering science, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",371.167713393782,2024-02-22 10:41:24.163952,"Educational dataset with 614 students, average score of 93.35, covering math, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",207.2687093369727,2023-12-31 10:41:24.135951,"Medical study with 3803 patients, 88.71% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",176.6501115929967,2023-11-20 10:41:24.162954,"Ecological study in ocean environment, observing 510 species, temperature range: 39°C to 7°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",524.4402821950969,2024-05-19 10:41:24.140953,"Medical study with 4772 patients, 59.04% efficacy rate, testing painkiller"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",747.59792466947,2024-01-12 10:41:24.175953,"Ecological study in ocean environment, observing 445 species, temperature range: 38°C to 30°C"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",466.1117745644457,2023-11-11 10:41:24.183953,"Ecological study in mountain environment, observing 351 species, temperature range: -10°C to 28°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",410.40517290468574,2023-12-13 10:41:24.144954,"Medical study with 1651 patients, 60.05% efficacy rate, testing antibiotic"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",300.31066797621304,2024-05-02 10:41:24.142954,"Ecological study in desert environment, observing 375 species, temperature range: -20°C to 0°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",311.6393425546598,2024-04-29 10:41:24.145954,"Educational dataset with 800 students, average score of 82.43, covering science, history"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",586.3438859799505,2024-08-27 10:41:24.180953,"Ecological study in mountain environment, observing 344 species, temperature range: 10°C to 47°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",760.2046172481316,2024-05-19 10:41:24.145954,"Tech research in quantum computing, conducted 937 experiments with 64.18% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",573.7389033414039,2024-06-24 10:41:24.150953,"Educational dataset with 69 students, average score of 85.97, covering science, math, math, science"
